,userId,movieId,tag,userMovie,rating,timestamp,tag_code
23,62,6058,"sequel, violent","(62, 6058)",3.5,1525555043,10
24,62,6534,"dogs, Eric Bana, mad scientist, marvel","(62, 6534)",3.5,1525553932,9
25,62,6541,"captain nemo, comic book, gothic, Peta Wilson, Sean Connery, superhero","(62, 6541)",3.5,1525553960,9
26,62,6564,"adventure, Angelina Jolie, heroine in tight suit","(62, 6564)",3.5,1525554328,3
27,62,7153,"Adventure, ensemble cast, fantasy, fantasy world, great soundtrack, lord of the rings, scenic, stylized, Tolkien","(62, 7153)",5.0,1521488588,3
28,62,8641,"hilarious, Steve Carell, Will Ferrell","(62, 8641)",4.0,1521490412,1
29,62,27660,"animation, anime, cyberpunk, dark, Matrix, sci-fi","(62, 27660)",4.5,1525554402,4
30,62,27706,"dark comedy, Jim Carrey, meryl streep, quirky, stylized","(62, 27706)",4.0,1526248533,1
31,62,27808,"Adam Sandler, family, sweet","(62, 27808)",4.0,1525554894,7
32,62,27831,"British gangster, confusing, daniel craig, Exquisite plotting., organized crime, stylish, Tom Hardy","(62, 27831)",4.5,1532723284,10
33,62,31658,"anime, fantasy world, Hayao Miyazaki, Studio Ghibli","(62, 31658)",3.5,1525869033,7
34,62,33162,"David Thewlis, Eva Green, Liam Neeson, Orlando Bloom","(62, 33162)",4.0,1525554409,10
35,62,34150,"Chris Evans, comic book, heroine in tight suit, Jessica Alba, sexy female scientist, superhero","(62, 34150)",3.0,1525553942,9
36,62,37729,"gothic, helena bonham carter, Johnny Depp, Tim Burton, visually appealing","(62, 37729)",4.0,1530310521,10
37,62,38061,"black comedy, clever, fast-paced dialogue, good dialogue, Robert Downey Jr., witty","(62, 38061)",4.0,1532723298,1
38,62,45447,"adventure, Audrey Tautou, conspiracy theory, Mystery, Paris, Tom Hanks, treasure hunt","(62, 45447)",3.5,1525637057,3
39,62,46723,"Brad Pitt, cate blanchett, multiple storylines, social commentary","(62, 46723)",3.0,1525554190,10
40,62,46972,"Ben Stiller, Robin Williams","(62, 46972)",4.0,1525554198,1
41,62,46976,"emma thompson, Maggie Gyllenhaal, modern fantasy, romance, surreal, Will Ferrell","(62, 46976)",4.0,1536874645,1
42,62,49130,Marion Cotillard,"(62, 49130)",4.0,1526582362,10
43,62,49530,"Africa, corruption, Jennifer Connelly, justice, Leonardo DiCaprio","(62, 49530)",4.5,1536874696,10
44,62,53464,"bad acting, bad jokes, bad plot, Chris Evans, Jessica Alba, Marvel, sexy female scientist","(62, 53464)",3.0,1525554739,9
45,62,58047,"Rachel Weisz, Ryan Reynolds","(62, 58047)",3.5,1528909343,10
46,62,59501,"fantasy, lion, narnia, Tilda Swinton","(62, 59501)",4.0,1525637504,7
47,62,60074,"bad script, Charlize Theron, Will Smith","(62, 60074)",3.0,1525553927,10
48,62,60126,"Anne Hathaway, Steve Carell","(62, 60126)",3.0,1527004227,1
49,62,60756,"comedy, funny, will ferrell","(62, 60756)",3.5,1528934376,1
50,62,61024,"comedy, James Franco, Seth Rogen, Stoner Movie","(62, 61024)",4.0,1528934209,1
51,62,63992,"audience intelligence underestimated, boring, chick flick, overrated, Teen movie","(62, 63992)",1.0,1528934225,8
52,62,68848,"Adrien Brody, con artists, funny, interesting characters, Mark Ruffalo, Rachel Weisz","(62, 68848)",4.0,1527274282,1
53,62,71535,"Bill Murray, dark comedy, Emma Stone, funny, Jesse Eisenberg, Woody Harrelson","(62, 71535)",3.5,1529777113,1
54,62,87430,"audience intelligence underestimated, CGI, cheesy, comic book, DC, DC Comics, Ryan Reynolds, space, superhero","(62, 87430)",3.5,1525555156,4
55,62,88405,"comedy, funny, happy ending, HOT actress, Justin Timberlake, Mila Kunis, New York City, romance, sex","(62, 88405)",3.5,1525554858,1
56,62,96861,"Istanbul, Liam Neeson, predictable, Turkey, unnecessary sequel","(62, 96861)",3.5,1529611221,10
57,62,99114,"action, Christoph Waltz, funny, good soundtrack, Great performances, Humour, Leonardo DiCaprio, Quentin Tarantino, Samuel L. Jackson, Soundtrack, western","(62, 99114)",5.0,1521488759,1
58,62,103042,"Amy Adams, superhero","(62, 103042)",3.5,1525555304,9
59,62,104863,"daniel radcliffe, zoe kazan","(62, 104863)",4.0,1528843953,9
60,62,107348,"comedy, Steve Carell, stupid but funny, will ferrell","(62, 107348)",4.0,1528934997,1
61,62,108190,"anti-intellectual, bad writing, dystopia, new society, plot holes, predictable, scifi, unintelligent","(62, 108190)",3.0,1525554826,4
62,62,111743,"Charlize Theron, Liam Neeson, Seth MacFarlane, witty","(62, 111743)",3.5,1530471409,10
63,62,114180,"action, dystopia, plot holes, post-apocalyptic, survival, thriller, unexplained, weak plot","(62, 114180)",3.5,1525554378,2
64,62,115149,"dark hero, gun-fu, Keanu Reeves, Revenge, secret society, stylish","(62, 115149)",5.0,1521489984,10
65,62,116897,"black comedy, dark comedy, dark humor, ironic, multiple short stories, short stories","(62, 116897)",4.0,1528152841,1
66,62,119141,"bromance, comedy, funny, James Franco, Seth Rogen","(62, 119141)",3.0,1525555123,1
67,62,122912,"comic book, Dr. Strange, Great villain, Guardians of the Galaxy, Marvel, MCU, Robert Downey Jr., Thanos, Thor, Visually stunning","(62, 122912)",4.0,1526028975,9
68,62,128360,"characters, Dialogue, humor, Kurt Russell, Quentin Tarantino, Samuel L. Jackson, tension building, violent, Western","(62, 128360)",5.0,1521489877,3
69,62,135133,"dystopia, Jennifer Lawrence, love story, nonsense, politics, rebellion, revolution","(62, 135133)",3.5,1525637477,10
70,62,135518,"Ben Kingsley, ethics, immortality, ryan reynolds","(62, 135518)",3.5,1530471334,10
71,62,135536,"Bad story, Bad writing, Batman, Ben Affleck, comic book, dc comics, good soundtrack, Harley Quinn, Harley Quinn's ass, Horrible directing, Jared Leto, Joker, lack of plot, Margot Robbie, Poor story, poorly paced, superhero, visually appealing, Will Smith","(62, 135536)",4.0,1525555066,9
72,62,136864,"action, batman, ben affleck, dark, dc comics, Gal Gadot, superhero, superman, wonderwoman","(62, 136864)",4.0,1525555209,3
73,62,139385,"leonardo DiCarpio, survival, tom hardy, visually appealing","(62, 139385)",4.0,1521489905,10
74,62,158966,"building a family, creative, freedom, good writing, individualism, Viggo Mortensen","(62, 158966)",4.5,1526076371,7
75,62,168248,"action, dark hero, gun tactics, hitman, Keanu Reeves, organized crime, secret society","(62, 168248)",4.5,1523048794,3
76,62,174053,"Dystopia, future, interesting, jon hamm, thought provoking","(62, 174053)",5.0,1525637282,10
77,62,179401,"Action, Comedy, Dwayne Johnson, funny","(62, 179401)",3.5,1528934530,1
78,62,183611,"Comedy, funny, Rachel McAdams","(62, 183611)",4.0,1526244681,1
79,62,184471,"adventure, Alicia Vikander, video game adaptation","(62, 184471)",3.5,1528024895,3
80,62,187593,"Josh Brolin, Ryan Reynolds, sarcasm","(62, 187593)",4.0,1527274071,10
81,62,187595,"Emilia Clarke, star wars","(62, 187595)",4.0,1528934550,4
82,63,260,"classic, space action","(63, 260)",5.0,1443199688,3
83,76,260,"action, sci-fi","(76, 260)",4.0,1439165601,3
84,103,260,"EPIC, great soundtrack","(103, 260)",4.0,1431954922,10
85,103,296,"good dialogue, great soundtrack, non-linear","(103, 296)",5.0,1431954439,10
86,106,4896,Everything you want is here,"(106, 4896)",5.0,1467360453,10
87,106,106489,adventure,"(106, 106489)",5.0,1467360741,3
88,112,260,"classic sci-fi, engrossing adventure, EPIC","(112, 260)",5.0,1442535777,3
89,119,101142,"animation, funny, stone age","(119, 101142)",4.0,1436042420,1
90,119,115149,"action, killer, widows/widowers","(119, 115149)",4.5,1436563084,3
91,119,115617,"animation, kids, robots","(119, 115617)",5.0,1435943203,4
92,119,120635,"action, murder, police","(119, 120635)",4.5,1437859125,3
93,125,1726,"Kevin Costner, Post apocalyptic","(125, 1726)",4.5,1474483288,10
94,125,2387,"dark comedy, dark humor","(125, 2387)",4.5,1474382209,1
95,125,3052,"irreverent, jay and silent bob, Kevin Smith, satire","(125, 3052)",5.0,1474591641,10
96,125,5088,irreverent,"(125, 5088)",5.0,1474141620,10
97,125,7022,"based on a book, bloody, brutal, controversial, dystopia, goretastic, satire, social commentary, survival, violence","(125, 7022)",5.0,1474294895,6
98,125,7254,"alternate reality, sci-fi, science fiction, time travel","(125, 7254)",5.0,1474289782,4
99,125,8957,"brutal, clever, Disturbing, great ending, mindfuck, surprise ending, suspense","(125, 8957)",5.0,1474141821,3
100,125,9010,cruel characters,"(125, 9010)",5.0,1474283090,10
101,125,42632,brutality,"(125, 42632)",5.0,1474294717,10
102,125,58301,dark humor,"(125, 58301)",5.0,1474294530,10
103,125,60950,threesome,"(125, 60950)",5.0,1474591720,10
104,125,62434,"Seth Rogen, Sexual Humor","(125, 62434)",4.5,1474371925,1
105,125,67695,Seth Rogen,"(125, 67695)",5.0,1474294341,1
106,125,100083,"embarassing scenes, offensive, R language, sarcasm, satire","(125, 100083)",5.0,1474141969,10
107,125,156371,80's,"(125, 156371)",4.0,1474469682,10
108,125,158872,"Crude humor, mindfuck, sarcasm, satire, Vulgar","(125, 158872)",5.0,1474141733,10
109,132,3556,sofia coppola,"(132, 3556)",4.0,1157924198,10
110,132,6323,John Cusack,"(132, 6323)",3.0,1157924990,10
111,132,6367,"Ewan McGregor, Renee Zellweger","(132, 6367)",3.0,1161799862,10
112,138,59103,"jackie chan, kung fu","(138, 59103)",4.5,1222676542,10
113,161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,"(161, 52287)",4.0,1176498804,10
114,166,293,"assassin, Jean Reno","(166, 293)",4.5,1188774465,10
115,166,54286,"assassin, assassin-in-training (scene), espionage, Robert Ludlum","(166, 54286)",5.0,1188774329,10
116,167,104,test tag,"(167, 104)",4.0,1154718729,10
117,177,115617,"feel-good, fun family movie, very funny","(177, 115617)",5.0,1435523609,1
118,184,2579,"black and white, Christopher Nolan, directorial debut, mindfuck, not linear, Twist Ending","(184, 2579)",4.0,1537094293,3
119,184,3793,"action, comic book, hugh jackman, marvel, superhero","(184, 3793)",3.5,1537094351,3
120,184,4226,"dark, Mindfuck, nonlinear, psychology, twist ending","(184, 4226)",5.0,1537094440,3
121,184,4896,"alan rickman, harry potter, humorous, Magic","(184, 4896)",3.5,1537094519,10
122,184,5388,"atmospheric, insomnia, thought-provoking","(184, 5388)",3.5,1537094597,10
123,184,6283,"amazing artwork, anime, sci-fi","(184, 6283)",4.0,1537094484,4
124,184,27156,"anime, end of the world, epic, mecha, psychology","(184, 27156)",4.5,1537094239,10
125,184,193565,"anime, comedy, gintama, remaster","(184, 193565)",3.5,1537098554,1
126,193,260,"classic sci-fi, space action, space epic","(193, 260)",5.0,1435857223,3
127,193,4878,"atmospheric, cult film, dreamlike, hallucinatory, psychological, surreal, time travel","(193, 4878)",4.0,1435857313,10
128,193,7147,"dreamlike, sentimental, surreal, Tim Burton","(193, 7147)",3.5,1435856997,10
129,193,97938,"cinematography, India, surreal","(193, 97938)",4.0,1435857055,10
130,205,260,"oldie but goodie, sci-fi, Star Wars","(205, 260)",4.5,1519900208,4
131,226,6938,"big wave, surfing","(226, 6938)",4.0,1159220558,10
132,226,48780,ummarti2006,"(226, 48780)",4.0,1162427904,10
133,256,126548,"funny, high school","(256, 126548)",4.5,1446999970,1
134,274,68319,comic book,"(274, 68319)",2.5,1241762530,9
135,289,3,"moldy, old","(289, 3)",2.5,1143424657,10
136,289,1101,predictable,"(289, 1101)",2.0,1143424609,10
137,291,50872,"a clever chef rat, inspirational","(291, 50872)",5.0,1453051531,10
138,291,102007,animation,"(291, 102007)",3.0,1453051402,7
139,291,118696,hope,"(291, 118696)",4.0,1453051448,10
140,300,6711,atmospheric,"(300, 6711)",5.0,1425352017,10
141,305,4034,drugs,"(305, 4034)",4.5,1516462785,6
142,305,4995,mathematics,"(305, 4995)",5.0,1464428743,10
143,305,6502,zombies,"(305, 6502)",5.0,1460136223,10
144,305,6953,DEPRESSING,"(305, 6953)",1.0,1462473901,10
145,305,8641,stupid,"(305, 8641)",3.0,1520707055,10
146,305,34405,predictable,"(305, 34405)",2.5,1520284858,10
147,305,55721,Favelas,"(305, 55721)",5.0,1460304582,10
148,305,83134,black comedy,"(305, 83134)",5.0,1518811444,1
149,318,778,"based on a book, dark comedy, narrated","(318, 778)",4.0,1333827950,1
150,318,4612,reciprocal spectator,"(318, 4612)",4.5,1416086034,10
151,318,4708,reciprocal spectator,"(318, 4708)",5.0,1415402882,10
152,318,64034,"childish naivity, friendship","(318, 64034)",4.0,1443879884,10
153,318,68954,"adventure, Bechdel Test:Fail, cartoon, children, computer animation, divorce, dogs, dreams, Pixar","(318, 68954)",4.0,1424546827,3
154,318,71494,Narrative pisstake,"(318, 71494)",3.5,1426783730,10
155,318,81158,american idolatry,"(318, 81158)",3.0,1299452905,10
156,318,82459,"atmospheric, Coen Brothers, Jeff Bridges, Matt Damon, predictable","(318, 82459)",5.0,1300485319,10
157,318,90769,"celebrity fetishism, mediacentralism, system holism","(318, 90769)",4.0,1414782929,10
158,318,96084,"city politics, italy, political right versus left","(318, 96084)",4.5,1421145142,10
159,318,111364,Creature Feature,"(318, 111364)",3.0,1415452491,10
160,318,118784,"documentary, music industry, remix culture","(318, 118784)",3.5,1418982971,10
161,318,127172,"film history, poetic, representation of children","(318, 127172)",3.5,1422789148,7
162,319,364,"Disney, Disney animated feature, Oscar (Best Music - Original Score)","(319, 364)",5.0,1461351771,7
163,327,1288,music,"(327, 1288)",4.0,1234790048,10
164,327,1923,Ben Stiller,"(327, 1923)",5.0,1234789706,1
165,327,2616,comic book,"(327, 2616)",3.5,1234787242,9
166,327,3481,music,"(327, 3481)",5.0,1234788073,10
167,327,3897,music,"(327, 3897)",4.0,1234788408,10
168,327,8641,awesome,"(327, 8641)",5.0,1234787997,10
169,327,51255,british comedy,"(327, 51255)",3.5,1234787329,1
170,336,1,pixar,"(336, 1)",4.0,1122227329,7
171,336,552,knights,"(336, 552)",3.0,1120568085,10
172,336,1246,highschool,"(336, 1246)",4.5,1139046758,10
173,336,32587,cult,"(336, 32587)",4.0,1139046729,10
174,336,33660,boksdrama,"(336, 33660)",4.5,1139046157,5
175,336,34162,stiller,"(336, 34162)",4.0,1139046805,1
176,336,36529,wapendrama,"(336, 36529)",4.0,1139046225,5
177,336,37729,animation,"(336, 37729)",2.5,1139047287,7
178,336,38798,sisters,"(336, 38798)",3.5,1139047258,10
179,356,2146,post-college,"(356, 2146)",4.5,1229142976,10
180,356,37384,restaurant,"(356, 37384)",5.0,1229142463,10
181,356,40955,transvestite,"(356, 40955)",4.0,1229140656,10
182,356,44889,satire,"(356, 44889)",5.0,1229140843,10
183,356,61323,dark comedy,"(356, 61323)",5.0,1228073421,1
184,357,39,"chick flick, funny, Paul Rudd, quotable, seen more than once","(357, 39)",4.5,1348612128,1
185,357,1059,"Amazing Cinematography, Leonardo DiCaprio, shakespeare, updated classics","(357, 1059)",4.5,1348627227,10
186,357,2762,"Atmospheric, Bruce Willis, ghosts, imdb top 250, mindfuck, stylized, twist ending","(357, 2762)",5.0,1348610119,3
187,357,4370,"android(s)/cyborg(s), artificial intelligence, Bittersweet, Steven Spielberg","(357, 4370)",4.0,1348628615,10
188,357,5464,"cinematography, Tom Hanks","(357, 5464)",4.0,1348610439,10
189,357,7078,"Bette Davis, Oscar (Best Actress)","(357, 7078)",5.0,1348628496,10
190,357,7444,Mark Ruffalo,"(357, 7444)",4.5,1348627951,10
191,357,7451,"clever, High School, lesbian subtext","(357, 7451)",4.5,1348627895,10
192,357,48516,"Leonardo DiCaprio, suspense, twist ending, undercover cop","(357, 48516)",4.0,1348610145,3
193,357,54997,Christian Bale,"(357, 54997)",4.0,1348611193,10
194,357,55290,"Casey Affleck, great performances, twist","(357, 55290)",5.0,1348627110,3
195,357,91500,ending,"(357, 91500)",4.5,1348626935,10
196,357,91529,"Anne Hathaway, Christian Bale, Christopher Nolan, comic book, great ending, Morgan Freeman, political commentary, superhero","(357, 91529)",4.5,1348626808,9
197,419,98961,"Afghanistan, American propaganda, assassination, military, terrorism","(419, 98961)",5.0,1362867270,10
198,424,32,time travel,"(424, 32)",3.5,1457901858,10
199,424,47,"mystery, twist ending","(424, 47)",5.0,1457842442,3
200,424,50,"mindfuck, suspense, thriller, tricky, twist ending","(424, 50)",5.0,1457842255,2
201,424,147,"addiction, heroin, Leonardo DiCaprio, Mark Wahlberg","(424, 147)",3.5,1457901610,10
202,424,175,"controversial, New York City, Nudity (Full Frontal)","(424, 175)",4.5,1457901657,10
203,424,223,"cynical, hilarious, independent film, quirky, witty","(424, 223)",3.5,1457844055,1
204,424,288,"brutality, controversial, dark comedy, psychedelic, satire, stylized","(424, 288)",4.0,1457846167,1
205,424,296,"cult film, drugs, Quentin Tarantino, Tarantino","(424, 296)",4.5,1457842438,3
206,424,364,soundtrack,"(424, 364)",4.5,1457845483,10
207,424,589,"apocalypse, Arnold Schwarzenegger, nuclear war, sci-fi, Suspense, time travel","(424, 589)",2.0,1457844832,3
208,424,608,"based on a true story, dark comedy, KIDNAPPING, Steve Buscemi","(424, 608)",3.5,1457900853,1
209,424,628,"edward norton, psychology, suspense, thought-provoking, twist ending","(424, 628)",5.0,1457843765,3
210,424,1089,"ensemble cast, nonlinear, Quentin Tarantino, stylized","(424, 1089)",3.5,1457844568,3
211,424,1120,freedom of expression,"(424, 1120)",3.5,1457845548,10
212,424,1193,"emotional, jack nicholson","(424, 1193)",4.0,1457843675,10
213,424,1219,"Alfred Hitchcock, psychology, suspenseful, tense","(424, 1219)",4.0,1457902433,3
214,424,1258,"atmospheric, disturbing, Horror, jack nicholson, masterpiece, psychological, Stanley Kubrick, suspense","(424, 1258)",4.5,1457843515,2
215,424,1343,"horror, Juliette Lewis, Martin Scorsese, Robert De Niro","(424, 1343)",4.5,1457846226,2
216,424,1625,"mindfuck, Mystery, plot twist, psychological, suspense, twist ending","(424, 1625)",4.5,1457845231,3
217,424,1704,inspirational,"(424, 1704)",4.0,1457844960,10
218,424,1921,"hallucinatory, mental illness, mindfuck, paranoid","(424, 1921)",3.5,1457901918,10
219,424,1923,"Ben Stiller, crude humor, goofy","(424, 1923)",3.5,1457846495,1
220,424,2160,"Atmospheric, creepy, paranoia, scary, suspense","(424, 2160)",4.5,1457843272,2
221,424,2296,SNL,"(424, 2296)",3.0,1457846694,10
222,424,2329,thought-provoking,"(424, 2329)",4.0,1457843719,10
223,424,2505,Nicolas Cage,"(424, 2505)",3.5,1457902188,10
224,424,2571,"martial arts, sci-fi","(424, 2571)",2.0,1457842880,4
225,424,2700,"adult humor, controversial, crude humor, free speech, parody, satire, south park, Trey Parker","(424, 2700)",5.0,1457844382,10
226,424,2959,"dark comedy, psychology, thought-provoking, twist ending","(424, 2959)",4.5,1457843533,1
227,424,3176,"based on a book, creepy, disturbing, Jude Law, murder, obsession, psychology, secrets, serial killer, suspense","(424, 3176)",5.0,1457845011,2
228,424,3186,"asylum, based on a true story, Brittany Murphy, Mental Hospital, psychology, winona ryder","(424, 3186)",3.5,1457845982,10
229,424,3499,"claustrophobic, horror, scary, stephen king, suspenseful, tense, thriller","(424, 3499)",3.5,1457846270,2
230,424,3911,satire,"(424, 3911)",3.5,1457844164,10
231,424,3948,"comedy, Robert De Niro","(424, 3948)",4.5,1457846475,1
232,424,4226,"mystery, psychological, twist ending","(424, 4226)",4.5,1457843531,3
233,424,4262,Al Pacino,"(424, 4262)",3.5,1457900953,6
234,424,4816,"ben stiller, comedy, David Bowie, goofy, mindless one liners, Will Ferrell","(424, 4816)",3.0,1457846937,1
235,424,6188,"comedy, Will Ferrell","(424, 6188)",4.5,1457846063,1
236,424,6290,Rob Zombie,"(424, 6290)",4.5,1457902361,10
237,424,8641,"comedy, Will Ferrell","(424, 8641)",4.5,1457846526,1
238,424,8950,"Christian Bale, creepy, powerful ending, psychology, schizophrenia, twist ending","(424, 8950)",4.5,1457842871,2
239,424,27020,"drugs, lesbian","(424, 27020)",3.5,1457901562,6
240,424,30825,"Ben Stiller, Robert De Niro","(424, 30825)",3.5,1457846561,1
241,424,34323,Rob Zombie,"(424, 34323)",4.5,1457902348,10
242,424,40278,"Jake Gyllenhaal, Modern war","(424, 40278)",4.0,1457846430,10
243,424,48516,"atmospheric, Jack Nicholson, Leonardo DiCaprio, Martin Scorsese, suspense","(424, 48516)",4.5,1457843150,3
244,424,53127,"based on a play, conspiracy theory, creepy, Insanity, paranoia, PTSD","(424, 53127)",3.5,1457923219,2
245,424,60756,"funny, will ferrell","(424, 60756)",4.0,1457846119,1
246,424,66097,"claymation, creepy, dark, dark fairy tale, Surreal, Tim Burton","(424, 66097)",4.5,1457844454,2
247,424,68157,"black comedy, Brad Pitt, Christoph Waltz, Quentin Tarantino, satire","(424, 68157)",4.5,1457844571,1
248,424,74458,"insanity, Leonardo DiCaprio, Martin Scorsese, plot twist, psychological, Psychological Thriller, thought-provoking","(424, 74458)",5.0,1457843075,2
249,424,79132,"action, alternate reality, Leonardo DiCaprio, sci-fi, thought-provoking, visually appealing","(424, 79132)",2.5,1457844887,3
250,424,81591,"alter ego, atmospheric, creepy, horror, obsession, surreal","(424, 81591)",3.5,1457845648,2
251,424,102903,"illusions, overcomplicated, predictable, stupid ending","(424, 102903)",1.5,1457845605,10
252,424,104879,"absorbing, acting, atmospheric, Hugh Jackman, Jake Gyllenhaal, morality, mystery, thriller","(424, 104879)",5.0,1457846344,2
253,424,106100,"Jared Leto, social commentary, uplifting","(424, 106100)",4.0,1457845909,10
254,424,112515,"atmospheric, dark, Metaphorical, psychological","(424, 112515)",4.5,1457843209,10
255,424,112556,"annoying, Stupid ending","(424, 112556)",1.0,1457845179,10
256,435,2959,dark comedy,"(435, 2959)",5.0,1366676084,1
257,435,58559,"psychology, superhero","(435, 58559)",5.0,1366676030,9
258,439,5952,Myth,"(439, 5952)",4.0,1436944011,10
259,439,98809,"Action, Myth","(439, 98809)",3.5,1436944067,3
260,462,152711,"Cambodia, crime, human rights, murder, procedural","(462, 152711)",5.0,1455645862,10
261,474,1,pixar,"(474, 1)",4.0,978575760,7
262,474,2,game,"(474, 2)",3.0,1046886814,10
263,474,5,"pregnancy, remake","(474, 5)",1.5,1053021982,10
264,474,7,remake,"(474, 7)",3.0,978576381,10
265,474,11,"politics, president","(474, 11)",2.5,1053021437,10
266,474,14,"politics, president","(474, 14)",3.0,1120827247,10
267,474,16,Mafia,"(474, 16)",4.0,1088426731,6
268,474,17,Jane Austen,"(474, 17)",5.0,974668666,10
269,474,21,Hollywood,"(474, 21)",4.0,1119232784,10
270,474,22,serial killer,"(474, 22)",3.0,1046896006,10
271,474,25,alcoholism,"(474, 25)",3.5,1127143175,10
272,474,26,Shakespeare,"(474, 26)",3.5,1136942664,10
273,474,28,"In Netflix queue, Jane Austen","(474, 28)",4.5,1165540007,10
274,474,29,kidnapping,"(474, 29)",3.5,1053021379,10
275,474,31,"high school, teacher","(474, 31)",3.0,1060105936,10
276,474,32,time travel,"(474, 32)",4.0,1081177409,10
277,474,34,"Animal movie, pigs","(474, 34)",4.5,1081177349,10
278,474,36,"death penalty, Nun","(474, 36)",5.0,979180034,10
279,474,38,twins,"(474, 38)",1.0,1089387538,10
280,474,39,"Emma, Jane Austen","(474, 39)",3.5,1129579520,10
281,474,41,Shakespeare,"(474, 41)",3.5,1089386983,10
282,474,43,England,"(474, 43)",3.5,1081177921,10
283,474,45,Journalism,"(474, 45)",4.0,1014924369,10
284,474,46,wedding,"(474, 46)",3.0,1081178156,10
285,474,47,serial killer,"(474, 47)",4.0,979180247,10
286,474,50,heist,"(474, 50)",4.0,979179872,10
287,474,52,"adoption, prostitution","(474, 52)",4.0,1004131663,10
288,474,58,writing,"(474, 58)",3.5,1126533613,10
289,474,62,music,"(474, 62)",2.5,1053021366,10
290,474,92,Jekyll and Hyde,"(474, 92)",3.5,1087832141,10
291,474,96,theater,"(474, 96)",3.5,1053020997,10
292,474,101,crime,"(474, 101)",3.5,1081862489,10
293,474,104,golf,"(474, 104)",2.0,978576279,10
294,474,107,muppets,"(474, 107)",3.0,1046886514,10
295,474,110,Scotland,"(474, 110)",3.0,1137180852,10
296,474,111,assassination,"(474, 111)",4.0,994819405,10
297,474,116,Holocaust,"(474, 116)",3.5,1053021622,10
298,474,122,dating,"(474, 122)",1.0,974669063,10
299,474,140,journalism,"(474, 140)",2.5,1053021739,10
300,474,150,"moon, NASA, space","(474, 150)",4.5,1100119714,4
301,474,153,superhero,"(474, 153)",3.0,1046881303,9
302,474,160,Michael Crichton,"(474, 160)",1.0,1047055195,10
303,474,161,submarine,"(474, 161)",3.5,1053020992,10
304,474,162,In Netflix queue,"(474, 162)",3.5,1150143102,10
305,474,185,computers,"(474, 185)",3.0,1069686436,10
306,474,199,Made me cry,"(474, 199)",4.5,1107193580,10
307,474,215,generation X,"(474, 215)",3.5,1087158195,10
308,474,216,school,"(474, 216)",1.0,1072654034,10
309,474,222,Ireland,"(474, 222)",4.0,974669033,10
310,474,223,generation X,"(474, 223)",3.5,1089386951,10
311,474,224,"mental illness, psychology","(474, 224)",3.5,1100292192,10
312,474,230,Stephen King,"(474, 230)",3.5,1100292191,10
313,474,232,In Netflix queue,"(474, 232)",4.0,1181348325,10
314,474,235,movie business,"(474, 235)",4.0,1083589261,10
315,474,237,"basketball, France, infertility","(474, 237)",3.5,1053021443,10
316,474,246,basketball,"(474, 246)",4.0,1079359162,10
317,474,247,Australia,"(474, 247)",4.0,1054557462,10
318,474,249,Beethoven,"(474, 249)",4.0,974669033,10
319,474,252,Einstein,"(474, 252)",2.0,1046887638,10
