,Date,Product_Code,Warehouse,Product_Category,Order_Demand
36,2012-09-04,Product_1159,Whse_J,Category_006,50000
37,2012-09-18,Product_1159,Whse_J,Category_006,50000
38,2012-08-30,Product_1159,Whse_J,Category_006,50000
39,2012-08-30,Product_1159,Whse_J,Category_006,50000
40,2012-09-12,Product_1159,Whse_J,Category_006,50000
41,2012-09-25,Product_1159,Whse_J,Category_006,50000
42,2012-10-01,Product_1159,Whse_J,Category_006,100000
43,2012-10-10,Product_1159,Whse_J,Category_006,50000
44,2012-10-18,Product_1159,Whse_J,Category_006,100000
45,2012-10-25,Product_1159,Whse_J,Category_006,50000
46,2012-11-01,Product_1159,Whse_J,Category_006,50000
47,2012-06-06,Product_1938,Whse_J,Category_001,4
48,2012-07-13,Product_1938,Whse_J,Category_001,4
49,2012-12-13,Product_1938,Whse_J,Category_001,4
50,2012-03-08,Product_1157,Whse_J,Category_006,150000
51,2012-03-08,Product_1157,Whse_J,Category_006,150000
52,2012-04-23,Product_1157,Whse_J,Category_006,150000
53,2012-05-23,Product_1157,Whse_J,Category_006,150000
54,2012-06-04,Product_1157,Whse_J,Category_006,160000
55,2012-06-04,Product_1157,Whse_J,Category_006,160000
56,2012-08-09,Product_1157,Whse_J,Category_006,160000
57,2012-08-20,Product_1157,Whse_J,Category_006,160000
58,2012-09-10,Product_1157,Whse_J,Category_006,160000
59,2012-10-19,Product_1157,Whse_J,Category_006,160000
60,2012-09-28,Product_1157,Whse_J,Category_006,160000
61,2012-11-19,Product_1157,Whse_J,Category_006,160000
62,2012-12-19,Product_1157,Whse_J,Category_006,160000
63,2012-04-25,Product_1234,Whse_J,Category_019,1000
64,2012-01-12,Product_1451,Whse_J,Category_019,1000
65,2012-01-16,Product_1274,Whse_J,Category_019,1000
66,2012-01-24,Product_1274,Whse_J,Category_019,1000
67,2012-01-24,Product_1274,Whse_J,Category_019,1000
68,2012-01-25,Product_1512,Whse_J,Category_019,20000
69,2012-02-01,Product_1512,Whse_J,Category_019,20000
70,2012-02-15,Product_1512,Whse_J,Category_019,20000
71,2012-01-31,Product_1274,Whse_J,Category_019,1000
72,2012-02-07,Product_1274,Whse_J,Category_019,1000
73,2012-02-13,Product_1274,Whse_J,Category_019,1000
74,2012-02-15,Product_1274,Whse_J,Category_019,1000
75,2012-02-21,Product_1274,Whse_J,Category_019,2000
76,2012-02-28,Product_1451,Whse_J,Category_019,1000
77,2012-03-06,Product_1274,Whse_J,Category_019,1000
78,2012-03-12,Product_1274,Whse_J,Category_019,1000
79,2012-03-21,Product_1512,Whse_J,Category_019,20000
80,2012-03-27,Product_1274,Whse_J,Category_019,1000
81,2012-03-27,Product_1512,Whse_J,Category_019,20000
82,2012-03-30,Product_1512,Whse_J,Category_019,10000
83,2012-03-30,Product_1512,Whse_J,Category_019,10000
84,2012-04-12,Product_1512,Whse_J,Category_019,30000
85,2012-04-20,Product_1512,Whse_J,Category_019,20000
86,2012-04-02,Product_1274,Whse_J,Category_019,1000
87,2012-04-09,Product_1274,Whse_J,Category_019,1000
88,2012-04-23,Product_1451,Whse_J,Category_019,1000
89,2012-04-27,Product_1512,Whse_J,Category_019,20000
90,2012-05-23,Product_1512,Whse_J,Category_019,40000
91,2012-05-01,Product_1274,Whse_J,Category_019,1000
92,2012-05-22,Product_1274,Whse_J,Category_019,1000
93,2012-05-29,Product_1451,Whse_J,Category_019,1000
94,2012-06-04,Product_1274,Whse_J,Category_019,1000
95,2012-06-15,Product_1512,Whse_J,Category_019,30000
96,2012-06-20,Product_1512,Whse_J,Category_019,30000
97,2012-07-04,Product_1512,Whse_J,Category_019,30000
98,2012-06-19,Product_1274,Whse_J,Category_019,1000
99,2012-06-26,Product_1451,Whse_J,Category_019,1000
100,2012-06-27,Product_1274,Whse_J,Category_019,1000
101,2012-07-04,Product_1274,Whse_J,Category_019,1000
102,2012-07-23,Product_1512,Whse_J,Category_019,30000
103,2012-08-03,Product_1512,Whse_J,Category_019,30000
104,2012-08-22,Product_1512,Whse_J,Category_019,30000
105,2012-07-24,Product_1274,Whse_J,Category_019,1000
106,2012-07-24,Product_1451,Whse_J,Category_019,1000
107,2012-08-07,Product_1274,Whse_J,Category_019,1000
108,2012-08-21,Product_1274,Whse_J,Category_019,1000
109,2012-08-28,Product_1274,Whse_J,Category_019,1000
110,2012-09-03,Product_1274,Whse_J,Category_019,1000
111,2012-09-10,Product_1451,Whse_J,Category_019,1000
112,2012-09-12,Product_1512,Whse_J,Category_019,60000
113,2012-09-25,Product_1512,Whse_J,Category_019,30000
114,2012-10-11,Product_1512,Whse_J,Category_019,30000
115,2012-09-25,Product_1274,Whse_J,Category_019,1000
116,2012-10-09,Product_1451,Whse_J,Category_019,1000
117,2012-10-12,Product_1274,Whse_J,Category_019,1000
118,2012-10-16,Product_1274,Whse_J,Category_019,1000
119,2012-11-06,Product_1274,Whse_J,Category_019,1000
120,2012-11-14,Product_1512,Whse_J,Category_019,30000
121,2012-11-22,Product_1512,Whse_J,Category_019,30000
122,2012-12-12,Product_1512,Whse_J,Category_019,30000
123,2012-12-27,Product_1512,Whse_J,Category_019,30000
124,2012-12-03,Product_1451,Whse_J,Category_019,1000
125,2012-12-18,Product_1274,Whse_J,Category_019,1000
126,2012-02-07,Product_1970,Whse_J,Category_005,28000
127,2012-03-01,Product_1970,Whse_J,Category_005,4000
128,2012-03-22,Product_1970,Whse_J,Category_005,28000
129,2012-03-22,Product_1970,Whse_J,Category_005,9000
130,2012-04-18,Product_1970,Whse_J,Category_005,4000
131,2012-04-23,Product_1970,Whse_J,Category_005,2000
132,2012-05-02,Product_1970,Whse_J,Category_005,1000
133,2012-05-22,Product_1970,Whse_J,Category_005,23000
134,2012-05-23,Product_1970,Whse_J,Category_005,1000
135,2012-05-30,Product_1970,Whse_J,Category_005,1000
136,2012-06-11,Product_1970,Whse_J,Category_005,26000
137,2012-06-27,Product_1970,Whse_J,Category_005,1000
138,2012-07-23,Product_1970,Whse_J,Category_005,35000
139,2012-07-23,Product_1970,Whse_J,Category_005,2000
140,2012-07-23,Product_1970,Whse_J,Category_005,36000
141,2012-07-26,Product_1970,Whse_J,Category_005,2000
142,2012-07-31,Product_1970,Whse_J,Category_005,1000
143,2012-08-06,Product_1970,Whse_J,Category_005,15000
144,2012-08-21,Product_1970,Whse_J,Category_005,7000
145,2012-09-18,Product_1970,Whse_J,Category_005,42000
146,2012-09-06,Product_1970,Whse_J,Category_005,45000
147,2012-09-24,Product_1970,Whse_J,Category_005,1000
148,2012-10-12,Product_1970,Whse_J,Category_005,16000
149,2012-10-15,Product_1970,Whse_J,Category_005,2000
150,2012-10-23,Product_1970,Whse_J,Category_005,2000
151,2012-11-20,Product_1970,Whse_J,Category_005,1000
152,2012-11-15,Product_1970,Whse_J,Category_005,2000
153,2012-11-29,Product_1970,Whse_J,Category_005,3000
154,2012-12-19,Product_1970,Whse_J,Category_005,1000
155,2012-12-19,Product_1970,Whse_J,Category_005,2000
156,2012-01-06,Product_1372,Whse_J,Category_019,600
157,2012-01-11,Product_1372,Whse_J,Category_019,300
158,2012-01-19,Product_1372,Whse_J,Category_019,1600
159,2012-01-24,Product_1372,Whse_J,Category_019,900
160,2012-01-27,Product_1372,Whse_J,Category_019,1300
161,2012-01-31,Product_1372,Whse_J,Category_019,1600
162,2012-02-03,Product_1372,Whse_J,Category_019,200
163,2012-02-07,Product_1372,Whse_J,Category_019,1000
164,2012-02-17,Product_1372,Whse_J,Category_019,1800
165,2012-03-02,Product_1372,Whse_J,Category_019,1400
166,2012-03-05,Product_1372,Whse_J,Category_019,100
167,2012-03-13,Product_1372,Whse_J,Category_019,1400
168,2012-03-22,Product_1372,Whse_J,Category_019,1200
169,2012-03-21,Product_1372,Whse_J,Category_019,300
170,2012-03-22,Product_1372,Whse_J,Category_019,400
171,2012-03-30,Product_1372,Whse_J,Category_019,900
172,2012-04-03,Product_1372,Whse_J,Category_019,300
173,2012-04-04,Product_1372,Whse_J,Category_019,600
174,2012-04-04,Product_1372,Whse_J,Category_019,800
175,2012-04-11,Product_1372,Whse_J,Category_019,2700
176,2012-04-16,Product_1372,Whse_J,Category_019,300
177,2012-04-20,Product_1372,Whse_J,Category_019,300
178,2012-04-16,Product_1372,Whse_J,Category_019,900
179,2012-04-17,Product_1372,Whse_J,Category_019,200
180,2012-05-08,Product_1372,Whse_J,Category_019,900
181,2012-05-07,Product_1372,Whse_J,Category_019,500
182,2012-05-10,Product_1372,Whse_J,Category_019,1300
183,2012-05-15,Product_1372,Whse_J,Category_019,500
184,2012-05-21,Product_1372,Whse_J,Category_019,100
185,2012-05-21,Product_1372,Whse_J,Category_019,900
186,2012-05-24,Product_1372,Whse_J,Category_019,1200
187,2012-05-28,Product_1372,Whse_J,Category_019,1500
188,2012-05-29,Product_1372,Whse_J,Category_019,600
189,2012-06-01,Product_1372,Whse_J,Category_019,300
190,2012-05-31,Product_1372,Whse_J,Category_019,400
191,2012-06-11,Product_1372,Whse_J,Category_019,1600
192,2012-06-14,Product_1372,Whse_J,Category_019,1300
193,2012-06-18,Product_1372,Whse_J,Category_019,1900
194,2012-06-19,Product_1372,Whse_J,Category_019,600
195,2012-06-26,Product_1372,Whse_J,Category_019,100
196,2012-06-28,Product_1372,Whse_J,Category_019,600
197,2012-07-09,Product_1372,Whse_J,Category_019,500
198,2012-07-12,Product_1372,Whse_J,Category_019,100
199,2012-07-17,Product_1372,Whse_J,Category_019,600
200,2012-07-19,Product_1372,Whse_J,Category_019,500
201,2012-07-25,Product_1372,Whse_J,Category_019,200
202,2012-07-31,Product_1372,Whse_J,Category_019,600
203,2012-08-06,Product_1372,Whse_J,Category_019,800
204,2012-08-21,Product_1372,Whse_J,Category_019,900
205,2012-08-06,Product_1372,Whse_J,Category_019,300
206,2012-08-21,Product_1372,Whse_J,Category_019,700
207,2012-09-03,Product_1372,Whse_J,Category_019,300
208,2012-10-01,Product_1372,Whse_J,Category_019,600
209,2012-09-28,Product_1372,Whse_J,Category_019,1300
210,2012-11-02,Product_1372,Whse_J,Category_019,200
211,2012-11-16,Product_1372,Whse_J,Category_019,300
212,2012-12-03,Product_1372,Whse_J,Category_019,100
213,2012-12-13,Product_1372,Whse_J,Category_019,200
214,2012-12-25,Product_1372,Whse_J,Category_019,900
215,2012-11-23,Product_1994,Whse_S,Category_019,3000
216,2012-08-20,Product_0558,Whse_S,Category_030,5000
217,2012-08-20,Product_0560,Whse_S,Category_030,15000
218,2012-10-08,Product_0561,Whse_S,Category_030,2000
219,2012-01-16,Product_1994,Whse_S,Category_019,100
220,2012-09-18,Product_1994,Whse_S,Category_019,300
221,2012-09-18,Product_1994,Whse_S,Category_019,200
222,2012-01-04,Product_1183,Whse_S,Category_030,2000
223,2012-01-04,Product_1184,Whse_S,Category_030,2000
224,2012-03-01,Product_1184,Whse_S,Category_030,5000
225,2012-08-02,Product_0561,Whse_S,Category_030,100
226,2012-11-29,Product_0561,Whse_S,Category_030,400
227,2012-01-26,Product_1150,Whse_J,Category_006,60000
228,2012-02-02,Product_1150,Whse_J,Category_006,30000
229,2012-02-16,Product_1150,Whse_J,Category_006,30000
230,2012-02-21,Product_1150,Whse_J,Category_006,30000
231,2012-02-23,Product_1150,Whse_J,Category_006,10000
232,2012-04-12,Product_1150,Whse_J,Category_006,10000
233,2012-03-22,Product_1173,Whse_J,Category_006,5000
234,2012-04-19,Product_1150,Whse_J,Category_006,10000
235,2012-05-10,Product_1150,Whse_J,Category_006,10000
236,2012-05-02,Product_1173,Whse_J,Category_006,5000
237,2012-05-31,Product_1150,Whse_J,Category_006,20000
238,2012-05-21,Product_1150,Whse_J,Category_006,10000
239,2012-06-07,Product_1150,Whse_J,Category_006,10000
240,2012-05-31,Product_1150,Whse_J,Category_006,40000
241,2012-06-05,Product_1150,Whse_J,Category_006,10000
242,2012-06-07,Product_1150,Whse_J,Category_006,10000
243,2012-06-14,Product_1150,Whse_J,Category_006,30000
244,2012-06-21,Product_1150,Whse_J,Category_006,30000
245,2012-06-26,Product_1150,Whse_J,Category_006,20000
246,2012-07-05,Product_1150,Whse_J,Category_006,30000
247,2012-07-17,Product_1150,Whse_J,Category_006,20000
248,2012-07-26,Product_1150,Whse_J,Category_006,30000
249,2012-08-01,Product_1150,Whse_J,Category_006,35000
250,2012-08-01,Product_1150,Whse_J,Category_006,5000
251,2012-08-23,Product_1150,Whse_J,Category_006,20000
252,2012-08-31,Product_1150,Whse_J,Category_006,10000
253,2012-09-20,Product_1150,Whse_J,Category_006,30000
254,2012-09-20,Product_1150,Whse_J,Category_006,20000
255,2012-09-25,Product_1150,Whse_J,Category_006,20000
256,2012-10-04,Product_1150,Whse_J,Category_006,40000
257,2012-10-11,Product_1150,Whse_J,Category_006,30000
258,2012-10-16,Product_1150,Whse_J,Category_006,30000
259,2012-10-25,Product_1150,Whse_J,Category_006,10000
260,2012-10-30,Product_1150,Whse_J,Category_006,30000
261,2012-11-08,Product_1150,Whse_J,Category_006,10000
262,2012-11-22,Product_1150,Whse_J,Category_006,10000
263,2012-11-22,Product_1150,Whse_J,Category_006,10000
264,2012-12-06,Product_1150,Whse_J,Category_006,20000
265,2012-12-13,Product_1150,Whse_J,Category_006,90000
266,2012-12-20,Product_1150,Whse_J,Category_006,30000
267,2012-01-24,Product_1900,Whse_J,Category_019,200
268,2012-01-24,Product_1248,Whse_J,Category_019,10000
269,2012-02-09,Product_1278,Whse_J,Category_019,1000
270,2012-02-16,Product_1274,Whse_J,Category_019,1000
271,2012-02-23,Product_1900,Whse_J,Category_019,200
272,2012-03-07,Product_1248,Whse_J,Category_019,10000
273,2012-04-12,Product_1900,Whse_J,Category_019,200
274,2012-04-17,Product_1900,Whse_J,Category_019,200
275,2012-05-10,Product_1278,Whse_J,Category_019,1000
276,2012-04-18,Product_1359,Whse_J,Category_019,80000
277,2012-04-18,Product_1248,Whse_J,Category_019,10000
278,2012-04-19,Product_1900,Whse_J,Category_019,200
279,2012-05-10,Product_1900,Whse_J,Category_019,200
280,2012-05-16,Product_1900,Whse_J,Category_019,200
281,2012-05-21,Product_1900,Whse_J,Category_019,400
282,2012-05-21,Product_1359,Whse_J,Category_019,70000
283,2012-05-31,Product_1900,Whse_J,Category_019,200
284,2012-06-07,Product_1900,Whse_J,Category_019,200
285,2012-06-12,Product_1248,Whse_J,Category_019,10000
286,2012-06-12,Product_1900,Whse_J,Category_019,400
287,2012-06-14,Product_1278,Whse_J,Category_019,2000
288,2012-06-21,Product_1900,Whse_J,Category_019,200
289,2012-06-26,Product_1359,Whse_J,Category_019,80000
290,2012-07-05,Product_1900,Whse_J,Category_019,200
291,2012-07-12,Product_1900,Whse_J,Category_019,200
292,2012-07-17,Product_1359,Whse_J,Category_019,100000
293,2012-08-02,Product_1900,Whse_J,Category_019,400
294,2012-08-16,Product_1248,Whse_J,Category_019,10000
295,2012-08-21,Product_1900,Whse_J,Category_019,200
296,2012-08-24,Product_1359,Whse_J,Category_019,100000
297,2012-08-29,Product_1900,Whse_J,Category_019,200
298,2012-09-20,Product_1900,Whse_J,Category_019,200
299,2012-09-19,Product_1278,Whse_J,Category_019,1000
300,2012-09-20,Product_1900,Whse_J,Category_019,200
301,2012-10-04,Product_1359,Whse_J,Category_019,80000
302,2012-10-11,Product_1900,Whse_J,Category_019,200
303,2012-10-05,Product_1248,Whse_J,Category_019,10000
304,2012-10-16,Product_1278,Whse_J,Category_019,1000
305,2012-10-18,Product_1900,Whse_J,Category_019,200
306,2012-10-29,Product_1359,Whse_J,Category_019,80000
307,2012-11-02,Product_1900,Whse_J,Category_019,200
308,2012-11-13,Product_1248,Whse_J,Category_019,10000
309,2012-11-22,Product_1900,Whse_J,Category_019,200
310,2012-11-22,Product_1900,Whse_J,Category_019,200
311,2012-12-03,Product_1274,Whse_J,Category_019,2000
312,2012-06-19,Product_1270,Whse_J,Category_019,4000
313,2012-01-10,Product_1581,Whse_C,Category_005,2000
314,2012-02-09,Product_1581,Whse_C,Category_005,2000
315,2012-02-13,Product_1581,Whse_C,Category_005,5000
316,2012-02-24,Product_2015,Whse_C,Category_005,2000
317,2012-02-29,Product_1581,Whse_C,Category_005,5000
318,2012-03-09,Product_1581,Whse_C,Category_005,6000
319,2012-03-15,Product_1581,Whse_C,Category_005,10000
320,2012-03-22,Product_1581,Whse_C,Category_005,2000
321,2012-03-26,Product_2015,Whse_C,Category_005,1000
322,2012-03-27,Product_1581,Whse_C,Category_005,10000
323,2012-03-28,Product_1581,Whse_C,Category_005,4000
324,2012-04-05,Product_1581,Whse_C,Category_005,5000
325,2012-04-06,Product_1581,Whse_C,Category_005,10000
326,2012-04-09,Product_1581,Whse_C,Category_005,4000
327,2012-04-20,Product_1581,Whse_C,Category_005,1000
328,2012-04-23,Product_1581,Whse_C,Category_005,3000
329,2012-05-04,Product_1581,Whse_C,Category_005,20000
330,2012-05-09,Product_1581,Whse_C,Category_005,5000
331,2012-05-23,Product_1581,Whse_C,Category_005,5000
332,2012-05-29,Product_2008,Whse_C,Category_005,9000
333,2012-05-29,Product_2008,Whse_C,Category_005,1000
334,2012-05-31,Product_2015,Whse_C,Category_005,5000
335,2012-06-07,Product_1581,Whse_C,Category_005,5000
336,2012-06-14,Product_1581,Whse_C,Category_005,3000
337,2012-06-15,Product_1581,Whse_C,Category_005,5000
338,2012-06-20,Product_2015,Whse_C,Category_005,2000
339,2012-07-03,Product_1581,Whse_C,Category_005,4000
340,2012-07-05,Product_2004,Whse_C,Category_005,1000
341,2012-07-09,Product_1581,Whse_C,Category_005,1000
342,2012-07-13,Product_1581,Whse_C,Category_005,2000
343,2012-07-18,Product_1581,Whse_C,Category_005,1000
344,2012-07-20,Product_1581,Whse_C,Category_005,10000
345,2012-07-23,Product_1581,Whse_C,Category_005,6000
346,2012-08-01,Product_1581,Whse_C,Category_005,5000
347,2012-08-06,Product_1581,Whse_C,Category_005,5000
348,2012-08-06,Product_2015,Whse_C,Category_005,1000
349,2012-08-08,Product_1581,Whse_C,Category_005,1000
350,2012-08-20,Product_1581,Whse_C,Category_005,4000
351,2012-08-21,Product_1581,Whse_C,Category_005,5000
352,2012-10-10,Product_1581,Whse_C,Category_005,9000
353,2012-10-11,Product_2015,Whse_C,Category_005,2000
354,2012-10-15,Product_2004,Whse_C,Category_005,1000
355,2012-10-19,Product_1581,Whse_C,Category_005,4000
356,2012-10-23,Product_1581,Whse_C,Category_005,3000
357,2012-10-24,Product_1581,Whse_C,Category_005,5000
358,2012-11-12,Product_1581,Whse_C,Category_005,8000
359,2012-11-23,Product_1581,Whse_C,Category_005,8000
360,2012-11-23,Product_2008,Whse_C,Category_005,1000
361,2012-11-28,Product_1581,Whse_C,Category_005,3000
362,2012-12-12,Product_1581,Whse_C,Category_005,4000
363,2012-12-12,Product_2015,Whse_C,Category_005,3000
364,2012-12-19,Product_1581,Whse_C,Category_005,3000
365,2012-01-09,Product_0071,Whse_C,Category_019,99000
366,2012-01-12,Product_1570,Whse_C,Category_019,8000
367,2012-01-18,Product_0083,Whse_C,Category_019,40000
368,2012-01-19,Product_1570,Whse_C,Category_019,15000
369,2012-01-31,Product_1570,Whse_C,Category_019,28000
370,2012-02-01,Product_0083,Whse_C,Category_019,20000
371,2012-02-03,Product_0083,Whse_C,Category_019,1000
372,2012-02-09,Product_0083,Whse_C,Category_019,152000
373,2012-02-15,Product_0071,Whse_C,Category_019,100000
374,2012-02-17,Product_1570,Whse_C,Category_019,30000
375,2012-02-23,Product_0083,Whse_C,Category_019,199000
376,2012-02-27,Product_0083,Whse_C,Category_019,3000
377,2012-02-29,Product_1502,Whse_C,Category_019,3000
378,2012-03-02,Product_1570,Whse_C,Category_019,42500
379,2012-03-02,Product_1570,Whse_C,Category_019,7500
380,2012-03-07,Product_0083,Whse_C,Category_019,6000
381,2012-03-08,Product_1570,Whse_C,Category_019,10000
382,2012-03-15,Product_0071,Whse_C,Category_019,100000
383,2012-03-15,Product_0083,Whse_C,Category_019,207000
384,2012-03-19,Product_1570,Whse_C,Category_019,5000
385,2012-03-28,Product_1502,Whse_C,Category_019,3500
386,2012-04-06,Product_1570,Whse_C,Category_019,10000
387,2012-04-09,Product_0071,Whse_C,Category_019,1000
388,2012-04-09,Product_0083,Whse_C,Category_019,1000
389,2012-04-23,Product_0083,Whse_C,Category_019,3000
390,2012-04-25,Product_1570,Whse_C,Category_019,25500
391,2012-05-02,Product_1570,Whse_C,Category_019,4000
392,2012-05-09,Product_0083,Whse_C,Category_019,10000
393,2012-05-14,Product_1570,Whse_C,Category_019,15000
394,2012-05-14,Product_1570,Whse_C,Category_019,10000
395,2012-05-24,Product_0071,Whse_C,Category_019,80000
396,2012-05-24,Product_0083,Whse_C,Category_019,100000
397,2012-05-24,Product_1570,Whse_C,Category_019,500
398,2012-05-29,Product_0083,Whse_C,Category_019,1000
399,2012-06-08,Product_1570,Whse_C,Category_019,70000
400,2012-06-14,Product_1502,Whse_C,Category_019,2000
401,2012-06-14,Product_1570,Whse_C,Category_019,4500
402,2012-06-18,Product_0083,Whse_C,Category_019,1000
403,2012-06-20,Product_1570,Whse_C,Category_019,53000
404,2012-06-20,Product_0071,Whse_C,Category_019,280000
405,2012-06-20,Product_0083,Whse_C,Category_019,260000
406,2012-06-28,Product_1570,Whse_C,Category_019,1500
407,2012-07-03,Product_1570,Whse_C,Category_019,57000
408,2012-07-04,Product_0071,Whse_C,Category_019,325000
409,2012-07-04,Product_1570,Whse_C,Category_019,163500
410,2012-07-09,Product_0071,Whse_C,Category_019,200000
411,2012-07-09,Product_0071,Whse_C,Category_019,1000
412,2012-07-09,Product_0071,Whse_C,Category_019,249000
413,2012-07-09,Product_0083,Whse_C,Category_019,280000
414,2012-07-09,Product_0083,Whse_C,Category_019,400000
415,2012-07-18,Product_0083,Whse_C,Category_019,2000
416,2012-07-25,Product_0083,Whse_C,Category_019,8000
417,2012-07-25,Product_0083,Whse_C,Category_019,2000
418,2012-07-25,Product_1570,Whse_C,Category_019,5000
419,2012-07-27,Product_1570,Whse_C,Category_019,3500
420,2012-08-06,Product_0083,Whse_C,Category_019,10000
421,2012-08-08,Product_0083,Whse_C,Category_019,20000
422,2012-08-08,Product_1570,Whse_C,Category_019,1500
423,2012-08-20,Product_1570,Whse_C,Category_019,3500
424,2012-08-27,Product_1502,Whse_C,Category_019,2000
425,2012-09-11,Product_1570,Whse_C,Category_019,42000
426,2012-09-19,Product_1502,Whse_C,Category_019,1500
427,2012-09-19,Product_1570,Whse_C,Category_019,1000
428,2012-10-08,Product_1570,Whse_C,Category_019,44000
429,2012-10-10,Product_1570,Whse_C,Category_019,2000
430,2012-10-23,Product_1570,Whse_C,Category_019,5000
431,2012-10-24,Product_1570,Whse_C,Category_019,2000
432,2012-10-26,Product_1570,Whse_C,Category_019,10000
433,2012-11-23,Product_0083,Whse_C,Category_019,8000
434,2012-11-28,Product_1570,Whse_C,Category_019,56000
435,2012-12-04,Product_0071,Whse_C,Category_019,250000
436,2012-12-04,Product_0083,Whse_C,Category_019,150000
437,2012-12-06,Product_0083,Whse_C,Category_019,60000
438,2012-01-16,Product_1904,Whse_S,Category_019,10000
439,2012-02-07,Product_1241,Whse_S,Category_019,200000
440,2012-04-06,Product_1241,Whse_S,Category_019,160000
441,2012-06-01,Product_1241,Whse_S,Category_019,160000
442,2012-02-07,Product_1570,Whse_S,Category_019,160000
443,2012-04-06,Product_1570,Whse_S,Category_019,130000
444,2012-06-01,Product_1570,Whse_S,Category_019,130000
445,2012-02-07,Product_1574,Whse_S,Category_019,80000
446,2012-04-06,Product_1574,Whse_S,Category_019,46000
447,2012-06-01,Product_1574,Whse_S,Category_019,46000
448,2012-02-07,Product_1904,Whse_S,Category_019,180000
449,2012-03-05,Product_1904,Whse_S,Category_019,90000
450,2012-04-06,Product_1904,Whse_S,Category_019,95000
451,2012-06-01,Product_1904,Whse_S,Category_019,140000
452,2012-02-23,Product_0639,Whse_S,Category_019,8
453,2012-02-23,Product_0639,Whse_S,Category_019,2
454,2012-03-12,Product_1234,Whse_S,Category_019,2000
455,2012-03-28,Product_0639,Whse_S,Category_019,10
456,2012-05-08,Product_1234,Whse_S,Category_019,5000
457,2012-06-05,Product_1241,Whse_S,Category_019,15000
458,2012-07-05,Product_1241,Whse_S,Category_019,15000
459,2012-07-31,Product_1241,Whse_S,Category_019,30000
460,2012-06-05,Product_1570,Whse_S,Category_019,55000
461,2012-07-05,Product_1570,Whse_S,Category_019,55000
462,2012-07-17,Product_1570,Whse_S,Category_019,55000
463,2012-07-30,Product_1570,Whse_S,Category_019,45000
464,2012-06-05,Product_1574,Whse_S,Category_019,88000
465,2012-06-05,Product_1904,Whse_S,Category_019,100000
466,2012-07-05,Product_1904,Whse_S,Category_019,87000
467,2012-07-17,Product_1904,Whse_S,Category_019,87000
468,2012-07-31,Product_1904,Whse_S,Category_019,86000
469,2012-06-12,Product_1904,Whse_S,Category_019,10000
470,2012-07-24,Product_1234,Whse_S,Category_019,2000
471,2012-08-07,Product_1241,Whse_S,Category_019,5000
472,2012-08-06,Product_1241,Whse_S,Category_019,100000
473,2012-08-25,Product_1241,Whse_S,Category_019,30000
474,2012-08-30,Product_1241,Whse_S,Category_019,130000
475,2012-08-25,Product_1570,Whse_S,Category_019,90000
476,2012-08-30,Product_1570,Whse_S,Category_019,90000
477,2012-08-06,Product_1574,Whse_S,Category_019,70000
478,2012-08-22,Product_1574,Whse_S,Category_019,25000
479,2012-08-30,Product_1574,Whse_S,Category_019,55000
480,2012-08-25,Product_1904,Whse_S,Category_019,100000
481,2012-08-30,Product_1904,Whse_S,Category_019,100000
482,2012-08-22,Product_0639,Whse_S,Category_019,5
483,2012-08-22,Product_1510,Whse_S,Category_019,14000
